county,year,access_to_exercise_opps,limited_access_to_healthy_food,adult_obesity,physical_inactivity,excessive_drinking,diabetic_screening,adult_smoking,diabetes,median_household_income,population,pop_over_65,pop_under_18,access_to_recreational_facilities,access_to_healthy_foods,binge_drinking,colorectal_cancer_incidence_rate,pop_between_18_and_65
Caroline,2017,57.53371869,1.0398248389,29.6,20.7,16.645012898,87.872763419,18.363198387,10.5,54696,29984,15.574973319,20.465284693,57.53371869,12.6,1.0398248389,NA,63.959741988000005
Carroll,2017,43.389255043,2.0595124687,29.1,25.4,14.508131617,90.233236152,18.88474154,12.3,42790,29724,22.318665052,23.394088334,43.389255043,11.7,2.0595124687,NA,54.287246614
Charles City,2017,9.1786108049,0.5104751828,35.2,27.9,13.681707557,86.259541985,17.723725018,14.2,51645,7040,22.116477273,19.619850751,9.1786108049,15.7,0.5104751828,NA,58.263671976
Charlotte,2017,19.640870809,14.340142159000001,33.5,28.5,14.794558038,90.697674419,19.199122612,12,37819,12201,20.891730186,16.423562412,19.640870809,16.1,14.340142159000001,NA,62.684707402
Chesterfield,2017,79.520041994,6.1133806934,26,19.7,16.263645789,87.091264031,15.228734844,9.1,75107,335687,13.383002619,22.056074766,79.520041994,9.8,6.1133806934,NA,64.56092261500001
Clarke,2017,62.469716403,0.4588095287,26.8,22.1,17.204262678,88.549618321,14.751502602,10.7,71789,14363,19.028058205,24.721658607,62.469716403,8.2,0.4588095287,NA,56.250283188
Craig,2017,96.743737958,4.161775486,27.8,22.9,16.611049913,93.47826087,16.304079891,10.7,47832,5211,21.435425062,21.403679955,96.743737958,9.8,4.161775486,NA,57.16089498299999
Culpeper,2017,75.865835636,0.8229752028,31.8,22.9,16.97563035,88.601036269,16.124543158,10.6,63728,49432,14.442061822,19.385796545,75.865835636,9.8,0.8229752028,NA,66.172141633
Cumberland,2017,36.281337047,22.159452649,32.1,22.8,14.162383049,87.412587413,18.677602353,13.8,40958,9719,20.125527318,25.359749309,36.281337047,16,22.159452649,NA,54.514723373
Dickenson,2017,38.137458341,0.1107701162,35.1,26.3,15.413404463000001,87.898089172,18.489203186,10.4,32620,15115,19.378101224,20.953155167,38.137458341,14,0.1107701162,NA,59.668743608999996
Dinwiddie,2017,44.00557123,5.6246981958,32.7,26.5,15.756670534,86.473429952,16.98896532,11.4,52694,27852,16.806692518,20.709027509,44.00557123,14.4,5.6246981958,NA,62.484279973
Essex,2017,15.424625594,9.0114081449,32.7,27.2,13.889191986,87.946428571,17.841148035,14.1,47427,11130,21.042228212,20.480934633,15.424625594,15.2,9.0114081449,NA,58.476837155
Fairfax,2017,99.534817505,1.2806623188,20.3,15.6,17.176051701,86.486169714,11.446315462,6.2,112844,1142234,11.935120124000001,20.642978003,99.534817505,5.7,1.2806623188,NA,67.421901873
Fauquier,2017,66.311366041,1.1046073669,25.5,24.3,18.636498248,86.693961105,15.366554401,10.3,89610,68782,15.393562269,23.99294736,66.311366041,6.6,1.1046073669,NA,60.613490371
Floyd,2017,43.137639898,10.803409931,26.5,24.7,16.528540799,91.459074733,15.250593549,9.5,48448,15651,21.155197751,24.173077209,43.137639898,8.9,10.803409931,NA,54.67172504
Fluvanna,2017,52.134988907,2.4206464148,27.6,22.9,17.88978419,89.437819421,14.201746341,11.1,65899,26235,18.833619211,20.691653787,52.134988907,8.6,2.4206464148,NA,60.474727002
Franklin,2017,34.174397692,7.1014697777,28.4,22.3,15.849712287,89.484978541,17.241806081,11.1,49117,56264,21.468434523,21.707664472,34.174397692,10.9,7.1014697777,NA,56.823901004999996
Frederick,2017,64.344550156,3.0701692377,31.7,20.8,16.827185352,88.24742268,15.071163859,9.3,69991,83199,15.729756367,19.746161356000002,64.344550156,7.2,3.0701692377,NA,64.524082277
Giles,2017,65.914612982,4.0015007063,30.3,32,16.94712883,89.671361502,15.29190633,10.6,46727,16708,20.505147235,23.824690417,65.914612982,10.6,4.0015007063,NA,55.670162348000005
Gloucester,2017,57.100222475,2.1917594321,34.5,23,18.061743651,90.771349862,15.735784146,11.1,63742,37143,17.938777159,20.980797637,57.100222475,8.8,2.1917594321,NA,61.08042520400001
Goochland,2017,65.538518212,4.4504109734,28.4,21.6,17.174412981,88.571428571,13.276392427,11.5,86257,22253,20.037747719,20.4756475,65.538518212,8.3,4.4504109734,NA,59.486604781000004
Grayson,2017,45.406553789,6.3218735514,30.3,32.1,14.479043677,87.012987013,18.874470765,11,37684,16012,22.520609543,19.212984371,45.406553789,13.1,6.3218735514,NA,58.26640608599999
Greene,2017,73.373906428,0,27.9,25.2,16.791593463,89.225589226,16.597688663,9.9,60406,19162,16.313537209,17.88140624,73.373906428,9,0,NA,65.80505655099999
Greensville,2017,27.084864821,2.9122828498,32.7,26.8,14.939388727,82.75862069,22.400783778,14.1,40252,11885,15.237694573,24.27143161,27.084864821,19.6,2.9122828498,NA,60.490873817
Halifax,2017,39.797466957,11.334753893,32.4,28,12.958560323,91.118077325,19.303913024,15.9,40432,35125,22.679003559,17.154635706,39.797466957,17.6,11.334753893,NA,60.166360735000005
Hanover,2017,78.16608754,2.3865808852,27.4,18.4,16.64101273,89.21630094,13.471487291,9.4,81900,103227,16.181812898,20.948560775,78.16608754,7.5,2.3865808852,NA,62.86962632699999
Henrico,2017,93.936501214,3.7041508468,27.5,22.6,16.005193859,88.175773345,15.60158736,9.7,65524,325155,14.15171226,23.23398796,93.936501214,13.3,3.7041508468,NA,62.61429978
Henry,2017,55.814297058,6.6475610321,32.3,37.6,13.205428772,86.934673367,19.914042465,15.1,36695,51881,22.204660666,23.568552247,55.814297058,14.9,6.6475610321,NA,54.226787087000005
Highland,2017,24.170616114,30.448063275,26.3,24.4,14.356755945,95.833333333,15.404235451,12.4,42363,2214,30.71364047,20.001140316,24.170616114,8.3,30.448063275,NA,49.285219213999994
Isle of Wight,2017,66.277289481,2.5642228003,29.3,23.7,16.875755033,88.403614458,15.185556444,12.6,67480,36314,17.827834995,12.731376975,66.277289481,11.5,2.5642228003,NA,69.44078803
James City,2017,91.360861974,5.7636306742,25.2,20.4,16.842413289,88.696537678,13.362014895,10.5,77668,73147,23.60725662,21.073592102,91.360861974,9.3,5.7636306742,NA,55.319151278
King and Queen,2017,27.717782577,4.9369576291,30.1,26.4,14.498148548,90.683229814,17.995127728,12.2,47513,7158,21.54233026,21.056214193,27.717782577,13.1,4.9369576291,NA,57.401455547
King George,2017,61.300033921,0,28.3,20.6,18.657090332,86.74351585,14.229033964,9.3,81128,25515,12.247697433,18.906030856,61.300033921,9.7,0,NA,68.846271711
King William,2017,47.574521494,2.1542317065,26.3,27.5,17.803870622,88.738738739,16.345821163,10.3,64651,16269,14.850328846,26.554601621,47.574521494,10.9,2.1542317065,NA,58.595069533
Lancaster,2017,50.136072338,0.2467166396,29.8,25,12.428744412,88.356164384,14.49210771,13.8,47098,10965,36.041951664,23.762191713,50.136072338,14.2,0.2467166396,NA,40.195856623
Lee,2017,51.745026771,0.0246469025,29.4,31,14.855520478,84.248210024,20.381642312,12.1,32135,24742,19.392126748,15.473627557,51.745026771,14.9,0.0246469025,NA,65.134245695
Loudoun,2017,88.637928219,0.517075565,21.6,17.7,18.685799966,85.995850622,11.729888171,6.9,125900,375629,8.2645376156,19.471907882,88.637928219,4.3,0.517075565,NA,72.2635545024
Louisa,2017,46.016951709,0.8106555892,32.4,26.3,17.123812006,89.761570827,16.912706884,10.9,57015,34602,18.157909947,29.761581336,46.016951709,10.4,0.8106555892,NA,52.080508716999994
Lunenburg,2017,17.69397553,0.0119526234,27.5,26.4,14.152698229,92.195121951,19.646760549,13.2,38941,12299,20.684608505,20.851377228,17.69397553,15.8,0.0119526234,NA,58.464014266999996
Madison,2017,43.672978659,0.6410108407,29.1,24.3,15.78275296,92.24137931,17.987649897,11.4,53655,13134,21.006547891,18.575876108,43.672978659,10.4,0.6410108407,NA,60.417576001
Mathews,2017,66.4624638,0,27.8,22,15.525762249,90.410958904,13.678291168,11.9,56119,8862,29.429022794,21.272727273,66.4624638,9,0,NA,49.298249932999994
Mecklenburg,2017,48.20179057,4.2582815987,30.9,28.1,13.001780423,87.868480726,17.592337186,13.7,33650,31081,24.423281104,17.174328425,48.20179057,17.2,4.2582815987,NA,58.402390471000004
Middlesex,2017,37.019801077,0.3694374198,26.2,22.8,14.571572582,93.155893536,14.92760171,12.4,52407,10606,29.983028474,19.359765799,37.019801077,10.5,0.3694374198,NA,50.65720572699999
Montgomery,2017,76.051995932,2.3053095235,24.2,20,18.951624911,87.047841307,18.208435876,6.8,51157,97653,11.271543117,15.610481323,76.051995932,14.6,2.3053095235,NA,73.11797556
Nelson,2017,43.814913449,1.8687942341,29.7,22.4,14.90924461,89.487179487,16.305821258,12.9,49621,14785,24.572201556,15.803423867,43.814913449,11.3,1.8687942341,NA,59.624374577000005
New Kent,2017,50.518205003,6.3054e-5,28.2,21.2,18.186918378,91.724137931,14.92120852,9.9,79322,20392,15.721851707,18.804516871,50.518205003,7.6,6.3054e-5,NA,65.473631422
Northampton,2017,43.748486561,0.0947996166,36.1,26.8,13.273981276,93.939393939,18.132185488,14.6,37515,12155,24.903331962,21.376941611,43.748486561,17.4,0.0947996166,NA,53.719726427000005
Northumberland,2017,35.587996756,1.3902451722,26.3,25.9,13.115302837,92.329545455,14.186587798,14.8,52075,12232,34.924787443,19.562886598,35.587996756,13.5,1.3902451722,NA,45.512325959
Nottoway,2017,31.445152337,21.499332148,34,28.2,14.909299356,88.36565097,20.564171928,14,39544,15673,18.637146685,15.631147541,31.445152337,17.5,21.499332148,NA,65.73170577399999
Orange,2017,60.031062394,4.348716818,28.3,25.6,16.219861357,90,15.031821509,10.1,59482,35385,19.994347888,19.736258163,60.031062394,10.5,4.348716818,NA,60.269393949000005
Page,2017,80.887613343,0.6689725452,28.3,26.3,15.781758519,85.762711864,17.393532244,10.9,43313,23726,20.323695524,22.191472801,80.887613343,13,0.6689725452,NA,57.484831674999995
Patrick,2017,38.02055165,1.8789763804,30.9,27.9,13.804328141,91.127098321,19.115162813,12.5,37360,18045,24.815738432,20.334998531,38.02055165,12.8,1.8789763804,NA,54.849263037
Pittsylvania,2017,32.595345322,4.8512544947,32,30.2,14.70570771,87.591240876,16.7165222,14.3,42390,62194,20.550213847,18.325348432,32.595345322,13.2,4.8512544947,NA,61.12443772100001
Powhatan,2017,61.538187264,2.103817196,30,22,18.850713671,88.461538462,13.949247857,10.7,77761,28031,16.763583176,19.945215135,61.538187264,7.5,2.103817196,NA,63.291201689000005
Prince Edward,2017,70.485279014,6.3671030034,32.1,23.4,17.034060858,86.904761905,19.130699756,11.4,41088,22952,15.724119902,19.731766871,70.485279014,18.2,6.3671030034,NA,64.544113227
Prince George,2017,72.864940518,8.8729504514,33.2,24.4,18.300769554,83.296213808,16.671272252,12.3,63320,37862,12.696106915,16.643276906,72.864940518,13.3,8.8729504514,NA,70.660616179
Prince William,2017,91.062979786,3.0263895727,25.5,16.9,16.146160922,84.719171635,12.548159721,7.9,99206,451721,8.6996176844,21.195608407,91.062979786,6.9,3.0263895727,NA,70.10477390860001
Pulaski,2017,67.354897912,5.9162972514,33,27,15.991569736,88.508891929,16.241482382,13.7,48218,34332,21.102761272,28.343289708,67.354897912,11.6,5.9162972514,NA,50.553949020000005
Rappahannock,2017,35.914824359,18.672896798,27.2,25,16.018351371,93.78238342,14.135122349,11.7,62729,7378,24.573055028,18.404961312,35.914824359,8.8,18.672896798,NA,57.021983660000004
Richmond,2017,19.904905987,2.4343975921,29.9,23.4,16.897878986,89.759036145,17.576561114,11.6,43888,8908,19.892231702,18.76170099,19.904905987,12.7,2.4343975921,NA,61.346067307999995
Roanoke,2017,75.830302243,2.9297208431,26.6,25.5,17.049765901,89.138051857,15.646164789,11.5,63372,94409,20.140029023,16.955210544,75.830302243,8.8,2.9297208431,NA,62.90476043300001
Rockbridge,2017,65.562379522,6.357401248,24.8,26.5,15.961141703,86.111111111,16.409060259,11.4,47561,22354,24.774089648,21.070527351,65.562379522,10.4,6.357401248,NA,54.155383001000004
Rockingham,2017,62.770920146,5.5060990794,26.4,23.5,17.000038819,90.35339064,14.324704041,9.9,52953,78593,18.323514817,17.626753934,62.770920146,8.5,5.5060990794,NA,64.04973124899999
Russell,2017,44.624009413,2.9740184622,28.9,26.8,15.405999897,88.929889299,18.860671383,11.5,38386,27891,19.475816572,22.758904568,44.624009413,12.9,2.9740184622,NA,57.76527886
Scott,2017,47.426327825,5.1532694654,31.2,32.7,15.819959988,93.384223919,17.835903256,14.1,37567,22126,22.177528699,19.639824512,47.426327825,11.5,5.1532694654,NA,58.182646789
Shenandoah,2017,61.769818779,2.5602200526,26.6,23.8,15.940605144,86.31138976,15.846361776,10.5,54281,43190,20.620514008,18.935512367,61.769818779,9.7,2.5602200526,NA,60.443973625
Smyth,2017,76.307128664,3.6725694026,29.6,27.5,16.059804502,87.774294671,18.980828537,9.7,38933,31470,20.575150937,21.427232687,76.307128664,13.6,3.6725694026,NA,57.997616375999996
Southampton,2017,17.442110932,14.663404918,31.1,29.7,14.679909987,87.209302326,17.046372975,12.6,48119,18109,18.559832128,20.074560849,17.442110932,14.9,14.663404918,NA,61.365607023
Spotsylvania,2017,74.554114888,5.1438139766,32.7,24.9,17.260788459,84.081632653,15.108278,12.6,76181,130475,12.810883311,19.489187996,74.554114888,9,5.1438139766,NA,67.699928693
Stafford,2017,81.059390048,2.9751055212,29.6,20.7,18.944578877,84.460817147,13.9590595,8.3,95666,142003,9.473039302,26.031033075,81.059390048,7.7,2.9751055212,NA,64.495927623
Surry,2017,8.6001700198,6.6365237136,35.3,26.1,13.914037064,91.724137931,17.599069286,14,51331,6709,19.540915189,27.072550224,8.6001700198,15.4,6.6365237136,NA,53.386534587
Sussex,2017,3.34243402,12.181243972,35.9,25.5,15.510001563,86.995515695,20.633273146,13.5,39900,11715,16.500213402,18.920916482,3.34243402,20.9,12.181243972,NA,64.578870116
Tazewell,2017,51.619415236,6.9251024016,30.3,29.6,15.553194399,84.905660377,17.77089202,15.3,40476,42899,19.921210285,16.028789162,51.619415236,13.6,6.9251024016,NA,64.050000553
Warren,2017,81.695276114,1.5161638632,29.2,21.2,18.363586734,87.648809524,16.630612879,10.6,58047,39083,15.001407261,19.672131148,81.695276114,9.5,1.5161638632,NA,65.326461591
Washington,2017,66.752314309,3.5586900718,30,27.2,16.255030214,90,18.167778524,13.1,45864,54591,20.809290909,22.935993178,66.752314309,10.3,3.5586900718,NA,56.254715913
Westmoreland,2017,7.2533516672,5.1834206983,30.7,29.9,14.042406032,87.589498807,16.859688548,13.5,47581,17629,23.988881956,19.400076493,7.2533516672,13.1,5.1834206983,NA,56.611041551
Wise,2017,75.504197626,4.9730743393,30.8,34.7,15.365418351,86.11481976,20.515514495,12.1,36076,39718,16.171509139,18.822393822,75.504197626,15.5,4.9730743393,NA,65.00609703900001
Wythe,2017,66.054386865,1.668570576,31.3,26.6,15.652947439,85.935085008,17.386789979,12.1,42883,29119,20.138054191,20.135997438,66.054386865,12.1,1.668570576,NA,59.725948371
York,2017,86.119088354,3.8917327907,26.1,22.2,17.952988208,85.263157895,13.113023346,9.5,83007,67837,14.897474829,20.269901854,86.119088354,8.9,3.8917327907,NA,64.832623317
Alexandria City,2017,100,0,20.1,14.7,18.953273785,83.394833948,15.333391361,6.2,89177,153511,10.340627056,24.353770239,100,11,0,NA,65.305602705
Bristol City,2017,97.017101205,15.49828828,27.3,25.2,15.245531027,84.745762712,19.065074298,10.5,38745,17141,19.911323727,17.703436048,97.017101205,15.3,15.49828828,NA,62.385240225000004
Buena Vista City,2017,82.315789474,40.610127099,25.9,22.4,15.215525148,86.631016043,21.459458121,9.7,38962,6618,17.935932306,20.057162071,82.315789474,14.1,40.610127099,NA,62.006905623
Charlottesville City,2017,100,1.3043492072,25.9,18.4,17.834819466,86.956521739,19.770608002,8.3,54876,46597,9.5714316372,19.998846664,100,17.4,1.3043492072,NA,70.42972169880001
Chesapeake City,2017,87.765572052,3.6860494835,32.3,21.4,16.664805623,87.235915493,15.066606441,10.2,67296,235429,12.20495351,21.526946108,87.765572052,12.1,3.6860494835,NA,66.268100382
Colonial Heights City,2017,99.035092757,5.5274364274,26.8,25.8,15.623691485,NA,14.990775655,11.6,45283,17820,20.331088664,15.323908093,99.035092757,11.9,5.5274364274,NA,64.34500324300001
Covington City,2017,100,7.7918486458,26.4,22.7,15.107880366,NA,18.911797618,10.7,35374,5658,19.406150583,24.668757129,100,15.1,7.7918486458,NA,55.925092288
Danville City,2017,68.774822901,6.9894898145,34.1,28.8,12.097697303,88.499298738,20.744036007,15.3,32369,42082,20.151133501,23.069071113,68.774822901,22.5,6.9894898145,NA,56.779795385999996
Emporia City,2017,96.861818795,0.9794957964,29.7,27.6,11.225882708,85.6,23.514859309,13.4,33904,5496,17.212518195,22.000687521,96.861818795,27.7,0.9794957964,NA,60.786794283999996
Fairfax City,2017,100,0,21.8,16.1,18.465614593,NA,10.728788142,7.5,99671,24013,16.228709449,22.050015149,100,5.7,0,NA,61.72127540199999
Falls Church City,2017,100,0.0829295866,27.5,21.1,19.740825462,90,12.918437377,10.2,122092,13892,11.431039447,24.123120974,100,6.2,0.0829295866,NA,64.445839579
Franklin City,2017,58.517828012,22.089783738,34.4,26.3,12.639056281,86.60130719,20.000452117,14.9,36004,8490,18.021201413,22.379343428,58.517828012,24.8,22.089783738,NA,59.599455159
Fredericksburg City,2017,95.515935107,6.255997575,28.8,22,18.151358573,83.552631579,17.716100764,8.9,50710,28118,10.487943666,25.992004738,95.515935107,17.1,6.255997575,NA,63.520051595999995
Galax City,2017,89.960238569,1.4729500168,26,24.7,13.854633077,86.778846154,19.419042915,10.8,32829,6914,20.350014463,25.457281778,89.960238569,13.4,1.4729500168,NA,54.192703759
Hampton City,2017,92.010099246,5.9387865253,34.8,23.5,16.710482832,81.940298507,18.039457091,12.4,50191,136454,14.083134243,20.28650647,92.010099246,18.5,5.9387865253,NA,65.630359287
Harrisonburg City,2017,84.959316351,3.7787330157,24.8,18,17.967852,89.107413011,20.660842863,6.7,39967,52538,8.4757699189,23.610518834,84.959316351,16.8,3.7787330157,NA,67.9137112471
Hopewell City,2017,94.068434332,11.759096512,31.8,26.1,15.125272044,88.067226891,19.205597972,13.6,37193,22378,15.761015283,21.813619705,94.068434332,19.3,11.759096512,NA,62.42536501199999
Lexington City,2017,79.963078671,0.080572472,26,19.9,20.154535541,NA,18.738714224,8.1,44392,7262,14.376204902,15.91983656,79.963078671,15.5,0.080572472,NA,69.703958538
Lynchburg City,2017,78.116398476,12.432986334,27.1,21.4,17.050012837,87.508305648,19.862453885,11.3,39939,79812,14.129454217,24.906375491,78.116398476,18.6,12.432986334,NA,60.964170292
Manassas City,2017,100,1.1010456181,28.7,20.1,17.744879178,86.197183099,14.892819965,8.2,72562,41764,8.6940906043,11.185495119,100,7.2,1.1010456181,NA,80.1204142767
Manassas Park City,2017,91.7816857,4.7600099536,28.3,21.1,17.386110946,84.758364312,15.973584395,7.9,75429,15726,7.4844207046,19.64647371,91.7816857,6.1,4.7600099536,NA,72.8691055854
Martinsville City,2017,97.597858332,10.685683295,33.5,26.7,12.317417947,84.290030211,19.644083952,12.8,32541,13645,20.952729938,27.250929145,97.597858332,22.6,10.685683295,NA,51.796340916999995
Newport News City,2017,91.754602449,3.5159489889,32.3,25.5,16.08574414,83.715260848,20.370264761,12.7,48127,182385,11.953833923,27.110037773,91.754602449,17.5,3.5159489889,NA,60.93612830399999
Norfolk City,2017,96.052355202,4.4832131404,30.1,23.6,18.642523859,84.628820961,19.046091945,9.2,45094,246393,10.171555198,22.588149764,96.052355202,19.8,4.4832131404,NA,67.240295038
Norton City,2017,98.585144012,6.6863175845,26.2,22.9,16.297614271,88.034188034,19.264951588,9.6,31287,3939,15.943132775,23.636962971,98.585144012,15.2,6.6863175845,NA,60.419904254
Petersburg City,2017,93.337446021,12.716690281,41.4,26,11.714653885,82.445414847,21.976478778,15.6,31645,32477,15.604889614,20.261315761,93.337446021,28.1,12.716690281,NA,64.13379462500001
Poquoson City,2017,51.341563786,4.059940603,24.7,21.7,18.864728829,87.053571429,12.99624162,11.5,86135,12059,18.625093291,22.056260891,51.341563786,6.5,4.059940603,NA,59.318645818
Portsmouth City,2017,90.515517873,3.3930910016,37.2,29,14.649628839,85.48273432,19.808065938,14,46308,96201,14.053907964,21.510234188,90.515517873,20.2,3.3930910016,NA,64.435857848
Radford City,2017,100,6.560752116,29.6,19.7,18.338120093,92.255892256,23.31962183,6.9,35259,17403,7.9526518416,22.182749504,100,19.8,6.560752116,NA,69.8645986544
Richmond City,2017,87.841675889,7.8709097653,30,20.7,18.191411757,82.605111294,19.754579718,10.3,40161,220289,11.578426522000001,23.536198742,87.841675889,21.6,7.8709097653,NA,64.885374736
Roanoke City,2017,88.004988045,10.718452708,31.9,25.5,15.285438788,87.139516758,19.133629186,11.9,39587,99897,15.159614403,13.169227188,88.004988045,17.3,10.718452708,NA,71.67115840899999
Salem City,2017,84.964922184,11.114261722,25.2,20.8,17.350568283,88.742690058,15.535236287,9.3,47600,25432,17.599874174,18.464462856,84.964922184,11.1,11.114261722,NA,63.935662969999996
Staunton City,2017,100,2.291878884,27.1,23.8,15.241150618,86.766712142,17.056675068,10.2,43401,24416,20.973951507,21.907276697,100,14.4,2.291878884,NA,57.118771796000004
Suffolk City,2017,71.279777738,2.7774870876,31.9,24.5,15.714917504,88.212927757,16.184083922,10.9,61171,88161,13.285920078,19.945452389,71.279777738,14.7,2.7774870876,NA,66.768627533
Virginia Beach City,2017,90.415850445,2.611465196,27.9,18.9,19.888527238000002,85.481128868,15.808241805,8,67032,452745,12.729019647,18.685831622,90.415850445,11.2,2.611465196,NA,68.585148731
Waynesboro City,2017,69.34685328,5.4682961998,29.7,22.9,15.954950329,91.079812207,18.173507907,9.5,43500,21491,17.653901633,25.214632325,69.34685328,14.2,5.4682961998,NA,57.131466042
Williamsburg City,2017,100,0.7877286824,26,22.6,18.525714311,88.448844884,16.607923997,8.9,47971,15052,15.838426787,23.095395771,100,16.3,0.7877286824,NA,61.066177442
Winchester City,2017,93.428233408,7.6692529436,26.7,21.9,16.543862478,88.119953864,17.673222937,8.9,47679,27284,15.115085765,24.01824766,93.428233408,12.5,7.6692529436,NA,60.866666574999996
Accomack,2018,53.790254493,2.0922692432,36.2,29.3,15.141610216,90.260631001,16.488727241,15.4,39040,32947,22.278204389,22.232117043,53.790254493,14.2,2.0922692432,NA,55.489678568
Albemarle,2018,78.394462969,3.6555614593,22.6,18.2,19.091008405,88.002873563,12.368071718,6.7,73132,106878,17.719268699,20.630102893,78.394462969,9.6,3.6555614593,NA,61.650628408
Alleghany,2018,100,4.7272220293,35.1,27.1,15.229773726,85,16.478937397,11.9,47037,15595,25.110612376,20.320365276,100,11.2,4.7272220293,NA,54.56902234799999
Amelia,2018,32.521670607,5.7564333926,30.3,27.3,17.106033071,87.5,15.925716363,12.7,56172,12913,19.329358011,18.922731645,32.521670607,11.4,5.7564333926,NA,61.747910344000005
Amherst,2018,67.582604395,6.1505470916,32.1,30.7,16.036397398,88.057553957,16.760484362,11.5,46497,31633,20.096102172,20.994346782,67.582604395,11.8,6.1505470916,NA,58.909551046
Appomattox,2018,56.060909637,0.7037307083,31.2,30.2,15.76931525,88.612836439,16.981777401,12.2,51431,15475,19.728594507,19.817911675,56.060909637,12.7,0.7037307083,NA,60.453493818
Arlington,2018,99.989404076,0.0839652071,18.3,15.3,26.10609086,85.393258427,12.338541629,4.3,108635,230050,9.7231036731,21.841680129,99.989404076,8,0.0839652071,NA,68.4352161979
Augusta,2018,56.188474576,4.1184775171,34.6,25.6,17.6721677,87.631831256,16.087875063,12.2,56784,74997,20.122138219,17.729623995,56.188474576,8.3,4.1184775171,NA,62.14823778600001
Bath,2018,100,9.2154893546,26.6,25.3,15.33828863,90.909090909,16.499954376,10.6,47059,4476,26.228775693,19.527447765,100,8.9,9.2154893546,NA,54.24377654199999
Bedford,2018,54.62362146,1.6812534119,33,24.4,17.565693462,NA,15.087837452,12.1,55708,77960,20.472036942,15.840035746,54.62362146,8.7,1.6812534119,NA,63.687927312
Bland,2018,99.897420868,8.5047704982,28.4,22.9,19.066220336,89.54248366,14.531097741,10.6,44827,6513,21.986795639,20.152642381,99.897420868,9.9,8.5047704982,NA,57.86056197999999
Botetourt,2018,89.302522022,8.4269564887,25.3,23.8,18.247596406,89.125799574,13.870426796,10.9,68390,33231,21.395684752,16.183018578,89.302522022,7.3,8.4269564887,NA,62.421296670000004
Brunswick,2018,24.974188368,3.9506828907,34.8,25.9,13.756026551,88.405797101,19.293069734,12.4,39433,16243,20.476512959,19.400559718,24.974188368,19.9,3.9506828907,NA,60.122927323
Buchanan,2018,32.911444933,NA,32.4,31.9,15.319075781,86.649874055,19.781181251,13.1,31763,22178,20.718730273,17.15200394,32.911444933,16.3,NA,NA,62.129265786999994
Buckingham,2018,35.226875073,4.4568276466,34.2,34.4,15.941490301,90.476190476,19.752299616,13.9,42455,17048,17.820272173,17.742808188,35.226875073,15.6,4.4568276466,NA,64.436919639
Campbell,2018,36.355348091,3.9579870195,33.9,25.5,16.703166218,88.888888889,16.450081308,11,49935,54952,18.883753094,18.606288128,36.355348091,11.4,3.9579870195,NA,62.509958778
Caroline,2018,42.39271326,1.2456701858,31.7,23,16.501892021,87.872763419,17.108381287,11.2,55423,30178,15.958645371,19.879167273,42.39271326,12.2,1.2456701858,NA,64.162187356
Carroll,2018,47.866320485,1.7560588663,30.5,24.5,15.660435893,90.233236152,17.280107155,12.7,40390,29531,22.718499204,23.417721519,47.866320485,10.6,1.7560588663,NA,53.863779277000006
Charles City,2018,24.683020948,0.5476725295,35,28,14.199275421,86.259541985,17.558029874,15.3,56907,7071,23.165040305,18.969896041,24.683020948,15.1,0.5476725295,NA,57.865063654
Charlotte,2018,21.444462101,15.030230956,34,29.3,14.186970389,90.697674419,19.519538174,11.6,38557,12129,21.032236788,15.542356102,21.444462101,16.8,15.030230956,NA,63.425407109999995
Chesterfield,2018,78.06258617,7.222556205,28.1,21.7,17.168191643,87.091264031,12.932485859,9.9,76260,339009,13.944762528,21.634100091,78.06258617,9.2,7.222556205,NA,64.421137381
Clarke,2018,77.440501639,0.2867657859,26.8,22.6,17.040974842,88.549618321,15.420364051,10.6,76753,14374,19.89007931,24.013226787,77.440501639,8.5,0.2867657859,NA,56.096693902999995
Craig,2018,96.358381503,4.2826513966,27.8,23.1,15.994721219,93.47826087,17.342806704,10.6,48221,5158,22.004652966,20.857103103,96.358381503,9.6,4.2826513966,NA,57.138243931000005
Culpeper,2018,62.952729765,1.4158376793,30.6,24.8,17.338612736,88.601036269,17.198071264,10.6,67023,50083,14.729548949,18.863900737,62.952729765,9.1,1.4158376793,NA,66.40655031399999
Cumberland,2018,34.908475925,23.919279858,33.9,24.3,14.511736854,87.412587413,19.261347183,14.7,42692,9652,20.576046415,25.048419623,34.908475925,16.7,23.919279858,NA,54.37553396199999
Dickenson,2018,62.346727033,NA,34.5,24,15.560537624,87.898089172,19.688642208,11.6,32795,14968,19.842330305,20.006216328,62.346727033,14.6,NA,NA,60.151453366999995
Dinwiddie,2018,32.845255527,7.6111359474,32.3,25.8,16.286353519,86.473429952,17.215808925,12.3,54805,28144,17.08357021,19.862373063,32.845255527,13.9,7.6111359474,NA,63.054056726999995
Essex,2018,30.616088243,10.052857161,34.7,27.2,14.483454521,87.946428571,17.003747463,14.1,50033,11123,21.397105098,20.050454804,30.616088243,15.7,10.052857161,NA,58.552440098000005
Fairfax,2018,99.578821254,1.7777343501,23.5,16.7,17.162045006,86.486169714,10.405061114,6.6,115518,1138652,12.419597911,19.733884743,99.578821254,5.3,1.7777343501,NA,67.846517346
